# Source File Name = silicia_corpus.txt

# Memory Chunck Size = 2048

# Length in byte,Number of length,Total % of Length

1496,0,99.9951
1497,0,99.9951
1498,0,99.9951
1499,2,99.9951
1500,0,99.9951
1501,0,99.9951
1502,0,99.9951
1503,0,99.9951
1504,0,99.9951
1505,0,99.9951
1506,0,99.9951
1507,1,99.9951
1508,0,99.9951
1509,0,99.9951
1510,0,99.9951
1511,0,99.9951
1512,0,99.9951
1513,0,99.9951
1514,0,99.9951
1515,0,99.9951
1516,0,99.9951
1517,0,99.9951
1518,0,99.9951
1519,0,99.9951
1520,0,99.9951
1521,0,99.9951
1522,0,99.9951
1523,1,99.9951
1524,0,99.9951
1525,0,99.9951
1526,0,99.9951
1527,0,99.9951
1528,1,99.9951
1529,0,99.9951
1530,1,99.9951
1531,1,99.9951
1532,0,99.9951
1533,0,99.9951
1534,0,99.9951
1535,38,99.9954
1536,0,99.9954
1537,7,99.9955
1538,0,99.9955
1539,0,99.9955
1540,0,99.9955
1541,0,99.9955
1542,0,99.9955
1543,0,99.9955
1544,0,99.9955
1545,0,99.9955
1546,0,99.9955
1547,3,99.9955
1548,0,99.9955
1549,0,99.9955
1550,0,99.9955
1551,0,99.9955
1552,0,99.9955
1553,1,99.9955
1554,0,99.9955
1555,0,99.9955
1556,0,99.9955
1557,0,99.9955
1558,0,99.9955
1559,0,99.9955
1560,0,99.9955
1561,0,99.9955
1562,0,99.9955
1563,2,99.9956
1564,0,99.9956
1565,0,99.9956
1566,0,99.9956
1567,0,99.9956
1568,0,99.9956
1569,0,99.9956
1570,0,99.9956
1571,0,99.9956
1572,0,99.9956
1573,0,99.9956
1574,0,99.9956
1575,0,99.9956
1576,0,99.9956
1577,0,99.9956
1578,1,99.9956
1579,1,99.9956
1580,0,99.9956
1581,0,99.9956
1582,0,99.9956
1583,0,99.9956
1584,0,99.9956
1585,0,99.9956
1586,0,99.9956
1587,0,99.9956
1588,0,99.9956
1589,0,99.9956
1590,0,99.9956
1591,0,99.9956
1592,0,99.9956
1593,0,99.9956
1594,0,99.9956
1595,1,99.9956
1596,0,99.9956
1597,0,99.9956
1598,0,99.9956
1599,0,99.9956
1600,0,99.9956
1601,0,99.9956
1602,0,99.9956
1603,0,99.9956
1604,0,99.9956
1605,0,99.9956
1606,0,99.9956
1607,0,99.9956
1608,0,99.9956
1609,0,99.9956
1610,0,99.9956
1611,3,99.9956
1612,0,99.9956
1613,0,99.9956
1614,0,99.9956
1615,0,99.9956
1616,0,99.9956
1617,0,99.9956
1618,0,99.9956
1619,0,99.9956
1620,1,99.9956
1621,0,99.9956
1622,0,99.9956
1623,0,99.9956
1624,0,99.9956
1625,0,99.9956
1626,0,99.9956
1627,5,99.9957
1628,0,99.9957
1629,0,99.9957
1630,0,99.9957
1631,0,99.9957
1632,0,99.9957
1633,0,99.9957
1634,0,99.9957
1635,1,99.9957
1636,0,99.9957
1637,0,99.9957
1638,0,99.9957
1639,0,99.9957
1640,0,99.9957
1641,0,99.9957
1642,0,99.9957
1643,0,99.9957
1644,0,99.9957
1645,0,99.9957
1646,0,99.9957
1647,0,99.9957
1648,0,99.9957
1649,0,99.9957
1650,0,99.9957
1651,1,99.9957
1652,0,99.9957
1653,0,99.9957
1654,0,99.9957
1655,0,99.9957
1656,0,99.9957
1657,0,99.9957
1658,0,99.9957
1659,3,99.9957
1660,0,99.9957
1661,0,99.9957
1662,0,99.9957
1663,0,99.9957
1664,0,99.9957
1665,0,99.9957
1666,1,99.9957
1667,1,99.9957
1668,0,99.9957
1669,0,99.9957
1670,0,99.9957
1671,1,99.9957
1672,0,99.9957
1673,0,99.9957
1674,0,99.9957
1675,0,99.9957
1676,0,99.9957
1677,0,99.9957
1678,0,99.9957
1679,0,99.9957
1680,0,99.9957
1681,0,99.9957
1682,0,99.9957
1683,0,99.9957
1684,0,99.9957
1685,0,99.9957
1686,0,99.9957
1687,0,99.9957
1688,0,99.9957
1689,0,99.9957
1690,0,99.9957
1691,1,99.9957
1692,0,99.9957
1693,0,99.9957
1694,0,99.9957
1695,0,99.9957
1696,0,99.9957
1697,0,99.9957
1698,1,99.9957
1699,0,99.9957
1700,0,99.9957
1701,0,99.9957
1702,0,99.9957
1703,0,99.9957
1704,0,99.9957
1705,0,99.9957
1706,0,99.9957
1707,0,99.9957
1708,0,99.9957
1709,0,99.9957
1710,0,99.9957
1711,0,99.9957
1712,0,99.9957
1713,0,99.9957
1714,0,99.9957
1715,0,99.9957
1716,0,99.9957
1717,0,99.9957
1718,0,99.9957
1719,0,99.9957
1720,0,99.9957
1721,0,99.9957
1722,0,99.9957
1723,1,99.9958
1724,0,99.9958
1725,0,99.9958
1726,0,99.9958
1727,0,99.9958
1728,0,99.9958
1729,0,99.9958
1730,0,99.9958
1731,0,99.9958
1732,0,99.9958
1733,1,99.9958
1734,0,99.9958
1735,0,99.9958
1736,0,99.9958
1737,0,99.9958
1738,0,99.9958
1739,0,99.9958
1740,0,99.9958
1741,0,99.9958
1742,0,99.9958
1743,0,99.9958
1744,0,99.9958
1745,0,99.9958
1746,0,99.9958
1747,0,99.9958
1748,1,99.9958
1749,0,99.9958
1750,0,99.9958
1751,0,99.9958
1752,0,99.9958
1753,0,99.9958
1754,0,99.9958
1755,3,99.9958
1756,0,99.9958
1757,0,99.9958
1758,0,99.9958
1759,0,99.9958
1760,0,99.9958
1761,0,99.9958
1762,0,99.9958
1763,0,99.9958
1764,0,99.9958
1765,0,99.9958
1766,0,99.9958
1767,0,99.9958
1768,0,99.9958
1769,0,99.9958
1770,0,99.9958
1771,0,99.9958
1772,0,99.9958
1773,0,99.9958
1774,0,99.9958
1775,0,99.9958
1776,0,99.9958
1777,0,99.9958
1778,0,99.9958
1779,0,99.9958
1780,0,99.9958
1781,0,99.9958
1782,0,99.9958
1783,0,99.9958
1784,0,99.9958
1785,0,99.9958
1786,0,99.9958
1787,1,99.9958
1788,0,99.9958
1789,0,99.9958
1790,0,99.9958
1791,0,99.9958
1792,0,99.9958
1793,0,99.9958
1794,0,99.9958
1795,1,99.9958
1796,0,99.9958
1797,0,99.9958
1798,0,99.9958
1799,0,99.9958
1800,0,99.9958
1801,0,99.9958
1802,0,99.9958
1803,1,99.9958
1804,0,99.9958
1805,0,99.9958
1806,0,99.9958
1807,0,99.9958
1808,0,99.9958
1809,0,99.9958
1810,0,99.9958
1811,0,99.9958
1812,0,99.9958
1813,0,99.9958
1814,0,99.9958
1815,0,99.9958
1816,0,99.9958
1817,0,99.9958
1818,0,99.9958
1819,1,99.9958
1820,0,99.9958
1821,0,99.9958
1822,0,99.9958
1823,0,99.9958
1824,0,99.9958
1825,0,99.9958
1826,0,99.9958
1827,0,99.9958
1828,0,99.9958
1829,0,99.9958
1830,0,99.9958
1831,0,99.9958
1832,0,99.9958
1833,0,99.9958
1834,0,99.9958
1835,0,99.9958
1836,0,99.9958
1837,0,99.9958
1838,0,99.9958
1839,0,99.9958
1840,0,99.9958
1841,0,99.9958
1842,0,99.9958
1843,2,99.9958
1844,0,99.9958
1845,0,99.9958
1846,1,99.9959
1847,0,99.9959
1848,0,99.9959
1849,0,99.9959
1850,0,99.9959
1851,1,99.9959
1852,0,99.9959
1853,0,99.9959
1854,1,99.9959
1855,0,99.9959
1856,0,99.9959
1857,0,99.9959
1858,0,99.9959
1859,5,99.9959
1860,0,99.9959
1861,0,99.9959
1862,0,99.9959
1863,0,99.9959
1864,0,99.9959
1865,0,99.9959
1866,0,99.9959
1867,1,99.9959
1868,0,99.9959
1869,0,99.9959
1870,0,99.9959
1871,0,99.9959
1872,0,99.9959
1873,0,99.9959
1874,0,99.9959
1875,0,99.9959
1876,0,99.9959
1877,0,99.9959
1878,0,99.9959
1879,0,99.9959
1880,0,99.9959
1881,0,99.9959
1882,0,99.9959
1883,3,99.9959
1884,0,99.9959
1885,0,99.9959
1886,0,99.9959
1887,0,99.9959
1888,0,99.9959
1889,0,99.9959
1890,0,99.9959
1891,0,99.9959
1892,0,99.9959
1893,0,99.9959
1894,0,99.9959
1895,0,99.9959
1896,0,99.9959
1897,0,99.9959
1898,0,99.9959
1899,2,99.996
1900,0,99.996
1901,0,99.996
1902,0,99.996
1903,0,99.996
1904,0,99.996
1905,0,99.996
1906,0,99.996
1907,0,99.996
1908,0,99.996
1909,0,99.996
1910,0,99.996
1911,0,99.996
1912,0,99.996
1913,0,99.996
1914,0,99.996
1915,2,99.996
1916,0,99.996
1917,1,99.996
1918,0,99.996
1919,0,99.996
1920,0,99.996
1921,0,99.996
1922,0,99.996
1923,1,99.996
1924,0,99.996
1925,0,99.996
1926,0,99.996
1927,0,99.996
1928,0,99.996
1929,0,99.996
1930,0,99.996
1931,0,99.996
1932,0,99.996
1933,1,99.996
1934,0,99.996
1935,0,99.996
1936,0,99.996
1937,0,99.996
1938,0,99.996
1939,1,99.996
1940,0,99.996
1941,0,99.996
1942,0,99.996
1943,0,99.996
1944,0,99.996
1945,0,99.996
1946,0,99.996
1947,1,99.996
1948,0,99.996
1949,0,99.996
1950,0,99.996
1951,0,99.996
1952,0,99.996
1953,0,99.996
1954,0,99.996
1955,0,99.996
1956,0,99.996
1957,0,99.996
1958,0,99.996
1959,0,99.996
1960,0,99.996
1961,0,99.996
1962,0,99.996
1963,1,99.996
1964,1,99.996
1965,0,99.996
1966,0,99.996
1967,0,99.996
1968,0,99.996
1969,0,99.996
1970,1,99.996
1971,1,99.9961
1972,1,99.9961
1973,0,99.9961
1974,0,99.9961
1975,0,99.9961
1976,0,99.9961
1977,1,99.9961
1978,0,99.9961
1979,0,99.9961
1980,0,99.9961
1981,0,99.9961
1982,0,99.9961
1983,0,99.9961
1984,0,99.9961
1985,0,99.9961
1986,0,99.9961
1987,0,99.9961
1988,0,99.9961
1989,0,99.9961
1990,0,99.9961
1991,0,99.9961
1992,0,99.9961
1993,0,99.9961
1994,0,99.9961
1995,0,99.9961
1996,0,99.9961
1997,0,99.9961
1998,0,99.9961
1999,0,99.9961
2000,0,99.9961
2001,0,99.9961
2002,0,99.9961
2003,1,99.9961
2004,0,99.9961
2005,0,99.9961
2006,0,99.9961
2007,0,99.9961
2008,0,99.9961
2009,0,99.9961
2010,0,99.9961
2011,1,99.9961
2012,0,99.9961
2013,0,99.9961
2014,0,99.9961
2015,0,99.9961
2016,0,99.9961
2017,0,99.9961
2018,2,99.9961
2019,1,99.9961
2020,0,99.9961
2021,0,99.9961
2022,0,99.9961
2023,0,99.9961
2024,0,99.9961
2025,2,99.9961
2026,0,99.9961
2027,2,99.9961
2028,0,99.9961
2029,0,99.9961
2030,0,99.9961
2031,0,99.9961
2032,0,99.9961
2033,0,99.9961
2034,0,99.9961
2035,0,99.9961
2036,0,99.9961
2037,1,99.9962
2038,0,99.9962
2039,0,99.9962
2040,0,99.9962
2041,1,99.9962
2042,454,100
2048,0,100
